Code,Name,ipo_date,,
603010.SH,万盛股份,2014/10/10,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603011.SH,合锻智能,2014/11/7,CSRC通用设备制造业,Wind资本货物
603012.SH,创力集团,2015/3/20,CSRC专用设备制造业,Wind资本货物
603013.SH,亚普股份,2018/5/9,CSRC汽车制造业,Wind汽车与汽车零部件
603015.SH,弘讯科技,2015/3/3,CSRC电气机械及器材制造业,Wind资本货物
603016.SH,新宏泰,2016/7/1,CSRC电气机械及器材制造业,Wind资本货物
603017.SH,中衡设计,2014/12/31,CSRC专业技术服务业,Wind商业和专业服务
603018.SH,中设集团,2014/10/13,CSRC专业技术服务业,Wind商业和专业服务
603019.SH,中科曙光,2014/11/6,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603020.SH,爱普股份,2015/3/25,CSRC食品制造业,Wind食品、饮料与烟草
603021.SH,山东华鹏,2015/4/23,CSRC非金属矿物制品业,Wind材料Ⅱ
603022.SH,新通联,2015/5/18,CSRC造纸及纸制品业,Wind材料Ⅱ
603023.SH,威帝股份,2015/5/27,CSRC计算机、通信和其他电子设备制造业,Wind汽车与汽车零部件
603025.SH,大豪科技,2015/4/22,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
603026.SH,石大胜华,2015/5/29,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603027.SH,千禾味业,2016/3/7,CSRC食品制造业,Wind食品、饮料与烟草
603028.SH,赛福天,2016/3/31,CSRC金属制品业,Wind材料Ⅱ
603029.SH,天鹅股份,2016/4/27,CSRC专用设备制造业,Wind资本货物
603030.SH,全筑股份,2015/3/20,CSRC建筑装饰和其他建筑业,Wind资本货物
603031.SH,安德利,2016/8/22,CSRC零售业,Wind食品与主要用品零售Ⅱ
603032.SH,德新交运,2017/1/5,CSRC道路运输业,Wind运输
603033.SH,三维股份,2016/12/7,CSRC橡胶和塑料制品业,Wind材料Ⅱ
603035.SH,常熟汽饰,2017/1/5,CSRC汽车制造业,Wind汽车与汽车零部件
603036.SH,如通股份,2016/12/9,CSRC专用设备制造业,Wind能源Ⅱ
603037.SH,凯众股份,2017/1/20,CSRC汽车制造业,Wind汽车与汽车零部件
603038.SH,华立股份,2017/1/16,CSRC其他制造业,Wind资本货物
603039.SH,泛微网络,2017/1/13,CSRC软件和信息技术服务业,Wind软件与服务
603040.SH,新坐标,2017/2/9,CSRC金属制品业,Wind汽车与汽车零部件
603041.SH,美思德,2017/3/30,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603042.SH,华脉科技,2017/6/2,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603043.SH,广州酒家,2017/6/27,CSRC食品制造业,Wind食品、饮料与烟草
603045.SH,福达合金,2018/5/17,CSRC电气机械及器材制造业,Wind材料Ⅱ
603050.SH,科林电气,2017/4/14,CSRC电气机械及器材制造业,Wind资本货物
603055.SH,台华新材,2017/9/21,CSRC纺织业,Wind材料Ⅱ
603056.SH,德邦股份,2018/1/16,CSRC邮政业,Wind运输
603058.SH,永吉股份,2016/12/23,CSRC印刷和记录媒介复制业,Wind商业和专业服务
603059.SH,倍加洁,2018/3/2,CSRC其他制造业,Wind家庭与个人用品
603060.SH,国检集团,2016/11/9,CSRC专业技术服务业,Wind商业和专业服务
603063.SH,禾望电气,2017/7/28,CSRC电气机械及器材制造业,Wind资本货物
603066.SH,音飞储存,2015/6/11,CSRC仓储业,Wind资本货物
603067.SH,振华股份,2016/9/13,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603068.SH,博通集成,2019/4/15,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
603069.SH,海汽集团,2016/7/12,CSRC道路运输业,Wind运输
603076.SH,乐惠国际,2017/11/13,CSRC专用设备制造业,Wind资本货物
603077.SH,和邦生物,2012/7/31,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603078.SH,江化微,2017/4/10,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603079.SH,圣达生物,2017/8/23,CSRC食品制造业,Wind制药、生物科技与生命科学
603080.SH,新疆火炬,2018/1/3,CSRC燃气生产和供应业,Wind公用事业Ⅱ
603081.SH,大丰实业,2017/4/20,CSRC专用设备制造业,Wind资本货物
603083.SH,剑桥科技,2017/11/10,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603085.SH,天成自控,2015/6/30,CSRC专用设备制造业,Wind汽车与汽车零部件
603086.SH,先达股份,2017/5/11,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603088.SH,宁波精达,2014/11/11,CSRC专用设备制造业,Wind资本货物
603089.SH,正裕工业,2017/1/26,CSRC汽车制造业,Wind汽车与汽车零部件
603090.SH,宏盛股份,2016/8/31,CSRC通用设备制造业,Wind资本货物
603093.SH,南华期货,2019/8/30,CSRC资本市场服务,Wind多元金融
603096.SH,新经典,2017/4/25,CSRC新闻和出版业,Wind媒体Ⅱ
603098.SH,森特股份,2016/12/16,CSRC建筑装饰和其他建筑业,Wind资本货物
603099.SH,长白山,2014/8/22,CSRC公共设施管理业,Wind消费者服务Ⅱ
603100.SH,川仪股份,2014/8/5,CSRC仪器仪表制造业,Wind资本货物
603101.SH,汇嘉时代,2016/5/6,CSRC零售业,Wind零售业
603103.SH,横店影视,2017/10/12,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
603105.SH,芯能科技,2018/7/9,CSRC电气机械及器材制造业,Wind半导体与半导体生产设备
603106.SH,恒银金融,2017/9/20,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603108.SH,润达医疗,2015/5/27,CSRC批发业,Wind医疗保健设备与服务
603110.SH,东方材料,2017/10/13,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603111.SH,康尼机电,2014/8/1,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
603113.SH,金能科技,2017/5/11,CSRC石油加工、炼焦及核燃料加工业,Wind能源Ⅱ
603115.SH,海星股份,2019/8/9,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
603116.SH,红蜻蜓,2015/6/29,CSRC皮革、毛皮、羽毛及其制品和制鞋业,Wind耐用消费品与服装
603117.SH,万林物流,2015/6/29,CSRC商务服务业,Wind运输
603118.SH,共进股份,2015/2/25,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603121.SH,华培动力,2019/1/11,CSRC汽车制造业,Wind汽车与汽车零部件
603123.SH,翠微股份,2012/5/3,CSRC零售业,Wind零售业
603126.SH,中材节能,2014/7/31,CSRC专业技术服务业,Wind商业和专业服务
603127.SH,昭衍新药,2017/8/25,CSRC研究和试验发展,Wind制药、生物科技与生命科学
603128.SH,华贸物流,2012/5/29,CSRC装卸搬运及其他运输代理,Wind运输
603129.SH,春风动力,2017/8/18,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind汽车与汽车零部件
603131.SH,上海沪工,2016/6/7,CSRC通用设备制造业,Wind资本货物
603133.SH,碳元科技,2017/3/20,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603136.SH,天目湖,2017/9/27,CSRC公共设施管理业,Wind消费者服务Ⅱ
603138.SH,海量数据,2017/3/6,CSRC软件和信息技术服务业,Wind软件与服务
603139.SH,康惠制药,2017/4/21,CSRC医药制造业,Wind制药、生物科技与生命科学
603156.SH,养元饮品,2018/2/12,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
603157.SH,拉夏贝尔,2017/9/25,CSRC纺织服装、服饰业,Wind耐用消费品与服装
603158.SH,腾龙股份,2015/3/20,CSRC汽车制造业,Wind汽车与汽车零部件
603159.SH,上海亚虹,2016/8/12,CSRC专用设备制造业,Wind资本货物
603160.SH,汇顶科技,2016/10/17,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
603161.SH,科华控股,2018/1/5,CSRC汽车制造业,Wind汽车与汽车零部件
603165.SH,荣晟环保,2017/1/17,CSRC造纸及纸制品业,Wind材料Ⅱ
603166.SH,福达股份,2014/11/27,CSRC汽车制造业,Wind汽车与汽车零部件
603167.SH,渤海轮渡,2012/9/6,CSRC水上运输业,Wind运输
603168.SH,莎普爱思,2014/7/2,CSRC医药制造业,Wind制药、生物科技与生命科学
603169.SH,兰石重装,2014/10/9,CSRC专用设备制造业,Wind资本货物
603177.SH,德创环保,2017/2/7,CSRC生态保护和环境治理业,Wind商业和专业服务
603178.SH,圣龙股份,2017/3/28,CSRC汽车制造业,Wind汽车与汽车零部件
603179.SH,新泉股份,2017/3/17,CSRC汽车制造业,Wind汽车与汽车零部件
603180.SH,金牌厨柜,2017/5/12,CSRC家具制造业,Wind耐用消费品与服装
603181.SH,皇马科技,2017/8/24,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603183.SH,建研院,2017/9/5,CSRC专业技术服务业,Wind商业和专业服务
603185.SH,上机数控,2018/12/28,CSRC专用设备制造业,Wind资本货物
603186.SH,华正新材,2017/1/3,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603187.SH,海容冷链,2018/11/29,CSRC通用设备制造业,Wind资本货物
603188.SH,ST亚邦,2014/9/9,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603189.SH,网达软件,2016/9/14,CSRC软件和信息技术服务业,Wind软件与服务
603192.SH,汇得科技,2018/8/28,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603196.SH,日播时尚,2017/5/31,CSRC纺织服装、服饰业,Wind耐用消费品与服装
603197.SH,保隆科技,2017/5/19,CSRC汽车制造业,Wind汽车与汽车零部件
603198.SH,迎驾贡酒,2015/5/28,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
603199.SH,九华旅游,2015/3/26,CSRC公共设施管理业,Wind消费者服务Ⅱ
603200.SH,上海洗霸,2017/6/1,CSRC生态保护和环境治理业,Wind商业和专业服务
603203.SH,快克股份,2016/11/8,CSRC专用设备制造业,Wind资本货物
603208.SH,江山欧派,2017/2/10,CSRC家具制造业,Wind耐用消费品与服装
603214.SH,爱婴室,2018/3/30,CSRC零售业,Wind零售业
603217.SH,元利科技,2019/6/20,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603218.SH,日月股份,2016/12/28,CSRC通用设备制造业,Wind资本货物
603220.SH,中贝通信,2018/11/15,CSRC软件和信息技术服务业,Wind技术硬件与设备
603222.SH,济民制药,2015/2/17,CSRC医药制造业,Wind制药、生物科技与生命科学
603223.SH,恒通股份,2015/6/30,CSRC道路运输业,Wind运输
603225.SH,新凤鸣,2017/4/18,CSRC化学纤维制造业,Wind材料Ⅱ
603226.SH,菲林格尔,2017/6/15,CSRC木材加工及木、竹、藤、棕、草制品业,Wind材料Ⅱ
603227.SH,雪峰科技,2015/5/15,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603228.SH,景旺电子,2017/1/6,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603229.SH,奥翔药业,2017/5/9,CSRC医药制造业,Wind制药、生物科技与生命科学
603232.SH,格尔软件,2017/4/21,CSRC软件和信息技术服务业,Wind软件与服务
603233.SH,大参林,2017/7/31,CSRC零售业,Wind食品与主要用品零售Ⅱ
603236.SH,移远通信,2019/7/16,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603238.SH,诺邦股份,2017/2/22,CSRC纺织业,Wind耐用消费品与服装
603239.SH,浙江仙通,2016/12/30,CSRC汽车制造业,Wind汽车与汽车零部件
603256.SH,宏和科技,2019/7/19,CSRC非金属矿物制品业,Wind资本货物
603258.SH,电魂网络,2016/10/26,CSRC互联网和相关服务,Wind软件与服务
603259.SH,药明康德,2018/5/8,CSRC研究和试验发展,Wind制药、生物科技与生命科学
603260.SH,合盛硅业,2017/10/30,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603266.SH,天龙股份,2017/1/10,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
603267.SH,鸿远电子,2019/5/15,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603268.SH,松发股份,2015/3/19,CSRC非金属矿物制品业,Wind耐用消费品与服装
603269.SH,海鸥股份,2017/5/17,CSRC通用设备制造业,Wind资本货物
603277.SH,银都股份,2017/9/11,CSRC通用设备制造业,Wind资本货物
603278.SH,大业股份,2017/11/13,CSRC金属制品业,Wind材料Ⅱ
603279.SH,景津环保,2019/7/29,CSRC通用设备制造业,Wind资本货物
603283.SH,赛腾股份,2017/12/25,CSRC专用设备制造业,Wind资本货物
603286.SH,日盈电子,2017/6/27,CSRC汽车制造业,Wind汽车与汽车零部件
603288.SH,海天味业,2014/2/11,CSRC食品制造业,Wind食品、饮料与烟草
603289.SH,泰瑞机器,2017/10/31,CSRC专用设备制造业,Wind资本货物
603297.SH,永新光学,2018/9/10,CSRC仪器仪表制造业,Wind资本货物
603298.SH,杭叉集团,2016/12/27,CSRC通用设备制造业,Wind资本货物
603299.SH,苏盐井神,2015/12/31,CSRC食品制造业,Wind材料Ⅱ
603300.SH,华铁科技,2015/5/29,CSRC租赁业,Wind商业和专业服务
603301.SH,振德医疗,2018/4/12,CSRC专用设备制造业,Wind医疗保健设备与服务
603303.SH,得邦照明,2017/3/30,CSRC电气机械及器材制造业,Wind耐用消费品与服装
603305.SH,旭升股份,2017/7/10,CSRC有色金属冶炼及压延加工,Wind汽车与汽车零部件
603306.SH,华懋科技,2014/9/26,CSRC汽车制造业,Wind汽车与汽车零部件
603308.SH,应流股份,2014/1/22,CSRC专用设备制造业,Wind资本货物
603309.SH,维力医疗,2015/3/2,CSRC专用设备制造业,Wind医疗保健设备与服务
603311.SH,金海环境,2015/5/18,CSRC专用设备制造业,Wind耐用消费品与服装
603313.SH,梦百合,2016/10/13,CSRC家具制造业,Wind耐用消费品与服装
603315.SH,福鞍股份,2015/4/24,CSRC通用设备制造业,Wind资本货物
603316.SH,诚邦股份,2017/6/19,CSRC土木工程建筑业,Wind资本货物
603317.SH,天味食品,2019/4/16,CSRC食品制造业,Wind食品、饮料与烟草
603318.SH,派思股份,2015/4/24,CSRC专用设备制造业,Wind资本货物
603319.SH,湘油泵,2016/11/30,CSRC汽车制造业,Wind汽车与汽车零部件
603320.SH,迪贝电气,2017/5/2,CSRC通用设备制造业,Wind资本货物
603321.SH,梅轮电梯,2017/9/15,CSRC通用设备制造业,Wind资本货物
603322.SH,超讯通信,2016/7/28,CSRC软件和信息技术服务业,Wind技术硬件与设备
603323.SH,苏农银行,2016/11/29,CSRC货币金融服务,Wind银行
603326.SH,我乐家居,2017/6/16,CSRC家具制造业,Wind耐用消费品与服装
603327.SH,福蓉科技,2019/5/23,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603328.SH,依顿电子,2014/7/1,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603329.SH,上海雅仕,2017/12/29,CSRC装卸搬运及其他运输代理,Wind运输
603330.SH,上海天洋,2017/2/13,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603331.SH,百达精工,2017/7/5,CSRC电气机械及器材制造业,Wind资本货物
603332.SH,苏州龙杰,2019/1/17,CSRC化学纤维制造业,Wind材料Ⅱ
603333.SH,尚纬股份,2012/5/7,CSRC电气机械及器材制造业,Wind资本货物
603335.SH,迪生力,2017/6/20,CSRC汽车制造业,Wind汽车与汽车零部件
603336.SH,宏辉果蔬,2016/11/24,CSRC农副食品加工业,Wind食品、饮料与烟草
603337.SH,杰克股份,2017/1/19,CSRC专用设备制造业,Wind资本货物
603338.SH,浙江鼎力,2015/3/25,CSRC专用设备制造业,Wind资本货物
603339.SH,四方科技,2016/5/19,CSRC通用设备制造业,Wind资本货物
603345.SH,安井食品,2017/2/22,CSRC农副食品加工业,Wind食品、饮料与烟草
603348.SH,文灿股份,2018/4/26,CSRC金属制品业,Wind汽车与汽车零部件
603351.SH,威尔药业,2019/1/30,CSRC医药制造业,Wind材料Ⅱ
603355.SH,莱克电气,2015/5/13,CSRC电气机械及器材制造业,Wind耐用消费品与服装
603356.SH,华菱精工,2018/1/24,CSRC通用设备制造业,Wind资本货物
603357.SH,设计总院,2017/8/1,CSRC专业技术服务业,Wind商业和专业服务
603358.SH,华达科技,2017/1/25,CSRC汽车制造业,Wind汽车与汽车零部件
603359.SH,东珠生态,2017/9/1,CSRC土木工程建筑业,Wind资本货物
603360.SH,百傲化学,2017/2/6,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603363.SH,傲农生物,2017/9/26,CSRC农副食品加工业,Wind食品、饮料与烟草
603365.SH,水星家纺,2017/11/20,CSRC纺织业,Wind耐用消费品与服装
603366.SH,日出东方,2012/5/21,CSRC电气机械及器材制造业,Wind耐用消费品与服装
603367.SH,辰欣药业,2017/9/29,CSRC医药制造业,Wind制药、生物科技与生命科学
603368.SH,柳药股份,2014/12/4,CSRC批发业,Wind医疗保健设备与服务
603369.SH,今世缘,2014/7/3,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
603377.SH,东方时尚,2016/2/5,CSRC教育,Wind消费者服务Ⅱ
603378.SH,亚士创能,2017/9/28,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603379.SH,三美股份,2019/4/2,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603380.SH,易德龙,2017/6/22,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603383.SH,顶点软件,2017/5/22,CSRC软件和信息技术服务业,Wind软件与服务
603385.SH,惠达卫浴,2017/4/5,CSRC非金属矿物制品业,Wind资本货物
603386.SH,广东骏亚,2017/9/12,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603387.SH,基蛋生物,2017/7/17,CSRC医药制造业,Wind制药、生物科技与生命科学
603388.SH,元成股份,2017/3/24,CSRC土木工程建筑业,Wind资本货物
603389.SH,亚振家居,2016/12/15,CSRC家具制造业,Wind耐用消费品与服装
603393.SH,新天然气,2016/9/12,CSRC燃气生产和供应业,Wind公用事业Ⅱ
603396.SH,金辰股份,2017/10/18,CSRC专用设备制造业,Wind半导体与半导体生产设备
603398.SH,邦宝益智,2015/12/9,CSRC文教、工美、体育和娱乐用品制造业,Wind耐用消费品与服装
603399.SH,吉翔股份,2012/8/24,CSRC有色金属冶炼及压延加工,Wind媒体Ⅱ
603416.SH,信捷电气,2016/12/21,CSRC仪器仪表制造业,Wind资本货物
603421.SH,鼎信通讯,2016/10/11,CSRC软件和信息技术服务业,Wind技术硬件与设备
603429.SH,集友股份,2017/1/24,CSRC印刷和记录媒介复制业,Wind商业和专业服务
603444.SH,吉比特,2017/1/4,CSRC互联网和相关服务,Wind软件与服务
603456.SH,九洲药业,2014/10/10,CSRC医药制造业,Wind制药、生物科技与生命科学
603458.SH,勘设股份,2017/8/9,CSRC专业技术服务业,Wind商业和专业服务
603466.SH,风语筑,2017/10/20,CSRC文化艺术业,Wind媒体Ⅱ
603477.SH,振静股份,2017/12/18,CSRC皮革、毛皮、羽毛及其制品和制鞋业,Wind耐用消费品与服装
603486.SH,科沃斯,2018/5/28,CSRC电气机械及器材制造业,Wind耐用消费品与服装
603488.SH,展鹏科技,2017/5/16,CSRC电气机械及器材制造业,Wind资本货物
603496.SH,恒为科技,2017/6/7,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
603499.SH,翔港科技,2017/10/16,CSRC印刷和记录媒介复制业,Wind材料Ⅱ
603500.SH,祥和实业,2017/9/4,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
603501.SH,韦尔股份,2017/5/4,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
603505.SH,金石资源,2017/5/3,CSRC非金属矿采选业,Wind材料Ⅱ
603506.SH,南都物业,2018/2/1,CSRC房地产业,Wind房地产Ⅱ
603507.SH,振江股份,2017/11/6,CSRC电气机械及器材制造业,Wind资本货物
603508.SH,思维列控,2015/12/24,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind软件与服务
