,permno,ShortName,ListedDate,DelistedDate,IPOIndustryCode,IPOIndustryName,LatestIndustryName,LatestIndustryCode
721,002210,*ST 飞马,2008-01-30,,F21,仓储业,商务服务业,L72
722,002211,宏达新材,2008-02-01,,C4301,基本化学原料制造业,化学原料及化学制品制造业,C26
723,002212,南洋股份,2008-02-01,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
724,002213,特尔佳,2008-02-01,,C7505,汽车制造业,汽车制造业,C36
725,002214,大立科技,2008-02-18,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
726,002215,诺普信,2008-02-18,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
727,002216,三全食品,2008-02-20,,C03,食品制造业,食品制造业,C14
728,002217,合力泰,2008-02-20,,C43,化学原料及化学制品制造业,计算机、通信和其他电子设备制造业,C39
729,002218,拓日新能,2008-02-28,,C51,电子元器件制造业,电气机械及器材制造业,C38
730,002219,恒康医疗,2008-03-06,,C81,医药制造业,医药制造业,C27
731,002220,ST 天宝,2008-02-28,,C01,食品加工业,农副食品加工业,C13
732,002221,东华能源,2008-03-06,,H03,能源、材料和机械电子设备批发业,批发业,F51
733,002222,福晶科技,2008-03-19,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
734,002223,鱼跃医疗,2008-04-18,,C73,专用设备制造业,专用设备制造业,C35
735,002224,三力士,2008-04-25,,C48,橡胶制造业,橡胶和塑料制品业,C29
736,002225,濮耐股份,2008-04-25,,C61,非金属矿物制品业,非金属矿物制品业,C30
737,002226,江南化工,2008-05-06,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
738,002227,奥特迅,2008-05-06,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
739,002228,合兴包装,2008-05-08,,C31,造纸及纸制品业,造纸及纸制品业,C22
740,002229,鸿博股份,2008-05-08,,C35,印刷业,印刷和记录媒介复制业,C23
741,002230,科大讯飞,2008-05-12,,G87,计算机应用服务业,软件和信息技术服务业,I65
742,002231,奥维通信,2008-05-12,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
743,002232,启明信息,2008-05-09,,G87,计算机应用服务业,软件和信息技术服务业,I65
744,002233,塔牌集团,2008-05-16,,C61,非金属矿物制品业,非金属矿物制品业,C30
745,002234,民和股份,2008-05-16,,A05,畜牧业,畜牧业,A03
746,002235,安妮股份,2008-05-16,,C31,造纸及纸制品业,互联网和相关服务,I64
747,002236,大华股份,2008-05-20,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
748,002237,恒邦股份,2008-05-20,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
749,002238,天威视讯,2008-05-26,,L10,广播电影电视业,电信、广播电视和卫星传输服务,I63
750,002239,奥特佳,2008-05-22,,C13,服装及其他纤维制品制造业,汽车制造业,C36
751,002240,威华股份,2008-05-23,,C21,木材加工及竹、藤、棕、草制品业,木材加工及木、竹、藤、棕、草制品业,C20
752,002241,歌尔股份,2008-05-22,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
753,002242,九阳股份,2008-05-28,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
754,002243,通产丽星,2008-05-28,,C49,塑料制造业,橡胶和塑料制品业,C29
755,002244,滨江集团,2008-05-29,,J01,房地产开发与经营业,房地产业,K70
756,002245,澳洋顺昌,2008-06-05,,K99,其他社会服务业,装卸搬运和运输代理业,G58
757,002246,北化股份,2008-06-05,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
758,002247,聚力文化,2008-06-12,,C99,其他制造业,互联网和相关服务,I64
759,002248,华东数控,2008-06-12,,C71,普通机械制造业,通用设备制造业,C34
760,002249,大洋电机,2008-06-19,,C7601,电机制造业,电气机械及器材制造业,C38
761,002250,联化科技,2008-06-19,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
762,002251,步步高,2008-06-19,,H11,零售业,零售业,F52
763,002252,上海莱士,2008-06-23,,C85,生物制品业,医药制造业,C27
764,002253,川大智胜,2008-06-23,,G87,计算机应用服务业,软件和信息技术服务业,I65
765,002254,泰和新材,2008-06-25,,C47,化学纤维制造业,化学纤维制造业,C28
766,002255,海陆重工,2008-06-25,,C71,普通机械制造业,通用设备制造业,C34
767,002256,兆新股份,2008-06-25,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
768,002258,利尔化学,2008-07-08,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
769,002259,*ST 升达,2008-07-16,,C21,木材加工及竹、藤、棕、草制品业,燃气生产和供应业,D45
770,002260,*ST 德奥,2008-07-16,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
771,002261,拓维信息,2008-07-23,,G85,通信服务业,软件和信息技术服务业,I65
772,002262,恩华药业,2008-07-23,,H0160,药品及医疗器械批发业,医药制造业,C27
773,002263,*ST 东南,2008-07-28,,C49,塑料制造业,橡胶和塑料制品业,C29
774,002264,新华都,2008-07-31,,H11,零售业,零售业,F52
775,002265,西仪股份,2008-08-06,,C71,普通机械制造业,汽车制造业,C36
776,002266,浙富控股,2008-08-06,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
777,002267,陕天然气,2008-08-13,,D03,煤气生产和供应业,燃气生产和供应业,D45
778,002268,卫士通,2008-08-11,,G87,计算机应用服务业,软件和信息技术服务业,I65
779,002269,美邦服饰,2008-08-28,,H1120,纺织品、服装、鞋帽零售业,纺织服装、服饰业,C18
780,002270,华明装备,2008-09-05,,C7105,金属加工机械制造业,电气机械及器材制造业,C38
781,002271,东方雨虹,2008-09-10,,C61,非金属矿物制品业,非金属矿物制品业,C30
782,002272,川润股份,2008-09-19,,C73,专用设备制造业,通用设备制造业,C34
783,002273,水晶光电,2008-09-19,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
784,002274,华昌化工,2008-09-25,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
785,002275,桂林三金,2009-07-10,,C81,医药制造业,医药制造业,C27
786,002276,万马股份,2009-07-10,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
787,002277,友阿股份,2009-07-17,,H11,零售业,零售业,F52
788,002278,神开股份,2009-08-11,,C7350,其他专用设备制造业,专用设备制造业,C35
789,002279,久其软件,2009-08-11,,G87,计算机应用服务业,软件和信息技术服务业,I65
790,002280,联络互动,2009-08-21,,G87,计算机应用服务业,软件和信息技术服务业,I65
791,002281,光迅科技,2009-08-21,,G8101,通信设备制造业,计算机、通信和其他电子设备制造业,C39
792,002282,博深股份,2009-08-21,,C99,其他制造业,通用设备制造业,C34
793,002283,天润曲轴,2009-08-21,,C75,交通运输设备制造业,汽车制造业,C36
794,002284,亚太股份,2009-08-28,,C75,交通运输设备制造业,汽车制造业,C36
795,002285,世联行,2009-08-28,,J09,房地产中介服务业,房地产业,K70
796,002286,保龄宝,2009-08-28,,C03,食品制造业,农副食品加工业,C13
797,002287,奇正藏药,2009-08-28,,C81,医药制造业,医药制造业,C27
798,002288,超华科技,2009-09-03,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
799,002289,*ST 宇顺,2009-09-03,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
800,002290,*ST 中科,2009-09-03,,C99,其他制造业,电气机械及器材制造业,C38
801,002291,星期六,2009-09-03,,C13,服装及其他纤维制品制造业,纺织服装、服饰业,C18
802,002292,奥飞娱乐,2009-09-10,,C37,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,C24
803,002293,罗莱生活,2009-09-10,,C11,纺织业,纺织业,C17
804,002294,信立泰,2009-09-10,,C81,医药制造业,医药制造业,C27
805,002295,精艺股份,2009-09-29,,C6760,有色金属压延加工业,有色金属冶炼及压延加工业,C32
806,002296,辉煌科技,2009-09-29,,G87,计算机应用服务业,计算机、通信和其他电子设备制造业,C39
807,002297,博云新材,2009-09-29,,C61,非金属矿物制品业,非金属矿物制品业,C30
808,002298,中电兴发,2009-09-29,,C7610,输配电及控制设备制造业,软件和信息技术服务业,I65
809,002299,圣农发展,2009-10-21,,A05,畜牧业,畜牧业,A03
810,002300,太阳电缆,2009-10-21,,C7610,输配电及控制设备制造业,电气机械及器材制造业,C38
811,002301,齐心集团,2009-10-21,,C37,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,C24
812,002302,西部建设,2009-11-03,,C61,非金属矿物制品业,非金属矿物制品业,C30
813,002303,美盈森,2009-11-03,,C31,造纸及纸制品业,造纸及纸制品业,C22
814,002304,洋河股份,2009-11-06,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
815,002305,南国置业,2009-11-06,,J05,房地产管理业,房地产业,K70
816,002306,ST 云网,2009-11-11,,K30,餐饮业,餐饮业,H62
817,002307,北新路桥,2009-11-11,,E01,土木工程建筑业,土木工程建筑业,E48
818,002308,威创股份,2009-11-27,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
819,002309,中利集团,2009-11-27,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
820,002310,东方园林,2009-11-27,,A03,林业,土木工程建筑业,E48
821,002311,海大集团,2009-11-27,,C0101,粮食及饲料加工业,农副食品加工业,C13
822,002312,三泰控股,2009-12-03,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
823,002313,日海智能,2009-12-03,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
824,002314,南山控股,2009-12-03,,C69,金属制品业,房地产业,K70
825,002315,焦点科技,2009-12-09,,G87,计算机应用服务业,互联网和相关服务,I64
826,002316,亚联发展,2009-12-09,,G85,通信服务业,软件和信息技术服务业,I65
827,002317,众生药业,2009-12-11,,C81,医药制造业,医药制造业,C27
828,002318,久立特材,2009-12-11,,C69,金属制品业,金属制品业,C33
829,002319,乐通股份,2009-12-11,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
830,002320,海峡股份,2009-12-16,,F0705,沿海运输业,水上运输业,G55
831,002321,华英农业,2009-12-16,,A05,畜牧业,畜牧业,A03
832,002322,理工环科,2009-12-18,,C76,电器机械及器材制造业,软件和信息技术服务业,I65
833,002323,*ST 百特,2009-12-18,,C73,专用设备制造业,建筑装饰和其他建筑业,E50
834,002324,普利特,2009-12-18,,C43,化学原料及化学制品制造业,橡胶和塑料制品业,C29
835,002325,洪涛股份,2009-12-22,,E05,装修装饰业,建筑装饰和其他建筑业,E50
836,002326,永太科技,2009-12-22,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
837,002327,富安娜,2009-12-30,,C11,纺织业,纺织业,C17
838,002328,新朋股份,2009-12-30,,C69,金属制品业,汽车制造业,C36
839,002329,皇氏集团,2010-01-06,,C03,食品制造业,食品制造业,C14
840,002330,得利斯,2010-01-06,,C01,食品加工业,农副食品加工业,C13
841,002331,皖通科技,2010-01-06,,G87,计算机应用服务业,软件和信息技术服务业,I65
842,002332,仙琚制药,2010-01-12,,C81,医药制造业,医药制造业,C27
843,002333,*ST 罗普,2010-01-12,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
844,002334,英威腾,2010-01-13,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
845,002335,科华恒盛,2010-01-13,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
846,002336,*ST 人乐,2010-01-13,,H11,零售业,零售业,F52
847,002337,赛象科技,2010-01-15,,C73,专用设备制造业,专用设备制造业,C35
848,002338,奥普光电,2010-01-15,,C78,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,C40
849,002339,积成电子,2010-01-22,,G87,计算机应用服务业,电气机械及器材制造业,C38
850,002340,格林美,2010-01-22,,B07,有色金属矿采选业,废弃资源综合利用业,C42
851,002341,新纶科技,2010-01-22,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
852,002342,巨力索具,2010-01-26,,C99,其他制造业,金属制品业,C33
853,002343,慈文传媒,2010-01-26,,C4915,泡沫塑料及人造革、合成革制造业,广播、电视、电影和影视录音制作业,R86
854,002344,海宁皮城,2010-01-26,,M,综合类,商务服务业,L72
855,002345,潮宏基,2010-01-28,,C99,其他制造业,其他制造业,C41
856,002346,柘中股份,2010-01-28,,C61,非金属矿物制品业,电气机械及器材制造业,C38
857,002347,泰尔股份,2010-01-28,,C71,普通机械制造业,通用设备制造业,C34
858,002348,高乐股份,2010-02-03,,C37,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,C24
859,002349,精华制药,2010-02-03,,C81,医药制造业,医药制造业,C27
860,002350,北京科锐,2010-02-03,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
861,002351,漫步者,2010-02-05,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
862,002352,顺丰控股,2010-02-05,,C6935,金属表面处理及热处理业,邮政业,G60
863,002353,杰瑞股份,2010-02-05,,B50,采掘服务业,专用设备制造业,C35
864,002354,天神娱乐,2010-02-09,,C21,木材加工及竹、藤、棕、草制品业,互联网和相关服务,I64
865,002355,兴民智通,2010-02-09,,C75,交通运输设备制造业,汽车制造业,C36
866,002356,*ST 赫美,2010-02-09,,C78,仪器仪表及文化、办公用机械制造业,零售业,F52
867,002357,富临运业,2010-02-10,,F03,公路运输业,道路运输业,G54
868,002358,森源电气,2010-02-10,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
869,002359,*ST 北讯,2010-02-10,,C69,金属制品业,电信、广播电视和卫星传输服务,I63
870,002360,同德化工,2010-03-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
871,002361,神剑股份,2010-03-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
872,002362,汉王科技,2010-03-03,,G87,计算机应用服务业,计算机、通信和其他电子设备制造业,C39
873,002363,隆基机械,2010-03-05,,C75,交通运输设备制造业,汽车制造业,C36
874,002364,中恒电气,2010-03-05,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
875,002365,永安药业,2010-03-05,,C81,医药制造业,医药制造业,C27
876,002366,台海核电,2010-03-12,,C71,普通机械制造业,专用设备制造业,C35
877,002367,康力电梯,2010-03-12,,C75,交通运输设备制造业,通用设备制造业,C34
878,002368,太极股份,2010-03-12,,G87,计算机应用服务业,软件和信息技术服务业,I65
879,002369,卓翼科技,2010-03-16,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
880,002370,亚太药业,2010-03-16,,C8105,化学药品制剂制造业,医药制造业,C27
881,002371,北方华创,2010-03-16,,C57,其他电子设备制造业,专用设备制造业,C35
882,002372,伟星新材,2010-03-18,,C49,塑料制造业,橡胶和塑料制品业,C29
883,002373,千方科技,2010-03-18,,G87,计算机应用服务业,软件和信息技术服务业,I65
884,002374,丽鹏股份,2010-03-18,,C69,金属制品业,土木工程建筑业,E48
885,002375,亚厦股份,2010-03-23,,E05,装修装饰业,建筑装饰和其他建筑业,E50
886,002376,新北洋,2010-03-23,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
887,002377,国创高新,2010-03-23,,C41,石油加工及炼焦业,房地产业,K70
888,002378,章源钨业,2010-03-31,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
889,002379,宏创控股,2010-03-31,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
890,002380,科远智慧,2010-03-31,,C76,电器机械及器材制造业,软件和信息技术服务业,I65
891,002381,双箭股份,2010-04-02,,C48,橡胶制造业,橡胶和塑料制品业,C29
892,002382,蓝帆医疗,2010-04-02,,C49,塑料制造业,专用设备制造业,C35
893,002383,合众思壮,2010-04-02,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
894,002384,东山精密,2010-04-09,,C6901,金属结构制造业,计算机、通信和其他电子设备制造业,C39
895,002385,大北农,2010-04-09,,C01,食品加工业,农副食品加工业,C13
896,002386,天原集团,2010-04-09,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
897,002387,维信诺,2010-04-13,,C05,饮料制造业,计算机、通信和其他电子设备制造业,C39
898,002388,新亚制程,2010-04-13,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
899,002389,航天彩虹,2010-04-13,,C5115,电子元件制造业,计算机、通信和其他电子设备制造业,C39
900,002390,信邦制药,2010-04-16,,C81,医药制造业,医药制造业,C27
901,002391,长青股份,2010-04-16,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
902,002392,北京利尔,2010-04-23,,C61,非金属矿物制品业,非金属矿物制品业,C30
903,002393,力生制药,2010-04-23,,C81,医药制造业,医药制造业,C27
904,002394,联发股份,2010-04-23,,C11,纺织业,纺织业,C17
905,002395,双象股份,2010-04-29,,C49,塑料制造业,橡胶和塑料制品业,C29
906,002396,星网锐捷,2010-06-23,,G8101,通信设备制造业,计算机、通信和其他电子设备制造业,C39
907,002397,梦洁股份,2010-04-29,,C11,纺织业,纺织业,C17
908,002398,建研集团,2010-05-06,,C99,其他制造业,专业技术服务业,M74
909,002399,海普瑞,2010-05-06,,C81,医药制造业,医药制造业,C27
910,002400,省广集团,2010-05-06,,K2005,广告业,商务服务业,L72
911,002401,中远海科,2010-05-06,,G87,计算机应用服务业,软件和信息技术服务业,I65
912,002402,和而泰,2010-05-11,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
913,002403,爱仕达,2010-05-11,,C69,金属制品业,金属制品业,C33
914,002404,嘉欣丝绸,2010-05-11,,C11,纺织业,纺织服装、服饰业,C18
915,002405,四维图新,2010-05-18,,G87,计算机应用服务业,软件和信息技术服务业,I65
916,002406,远东传动,2010-05-18,,C75,交通运输设备制造业,汽车制造业,C36
917,002407,多氟多,2010-05-18,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
918,002408,齐翔腾达,2010-05-18,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
919,002409,雅克科技,2010-05-25,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
920,002410,广联达,2010-05-25,,G87,计算机应用服务业,软件和信息技术服务业,I65
921,002411,延安必康,2010-05-25,,C43,化学原料及化学制品制造业,医药制造业,C27
922,002412,汉森制药,2010-05-25,,C81,医药制造业,医药制造业,C27
923,002413,雷科防务,2010-05-28,,C71,普通机械制造业,计算机、通信和其他电子设备制造业,C39
924,002414,高德红外,2010-07-16,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
925,002415,海康威视,2010-05-28,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
926,002416,爱施德,2010-05-28,,G8599,其他通信服务业,批发业,F51
927,002417,深南股份,2010-06-01,,G8101,通信设备制造业,软件和信息技术服务业,I65
928,002418,康盛股份,2010-06-01,,C7105,金属加工机械制造业,通用设备制造业,C34
929,002419,天虹股份,2010-06-01,,H11,零售业,零售业,F52
930,002420,*ST 毅昌,2010-06-01,,C49,塑料制造业,橡胶和塑料制品业,C29
931,002421,达实智能,2010-06-03,,G87,计算机应用服务业,软件和信息技术服务业,I65
932,002422,科伦药业,2010-06-03,,C81,医药制造业,医药制造业,C27
933,002423,中原特钢,2010-06-03,,C73,专用设备制造业,其他金融业,J69
934,002424,贵州百灵,2010-06-03,,C81,医药制造业,医药制造业,C27
935,002425,凯撒文化,2010-06-08,,C13,服装及其他纤维制品制造业,互联网和相关服务,I64
936,002426,胜利精密,2010-06-08,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
937,002427,*ST 尤夫,2010-06-08,,C47,化学纤维制造业,化学纤维制造业,C28
938,002428,云南锗业,2010-06-08,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
939,002429,兆驰股份,2010-06-10,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
940,002430,杭氧股份,2010-06-10,,C71,普通机械制造业,专用设备制造业,C35
941,002431,棕榈股份,2010-06-10,,E01,土木工程建筑业,土木工程建筑业,E48
942,002432,九安医疗,2010-06-10,,C7340,医疗器械制造业,专用设备制造业,C35
943,002433,太安堂,2010-06-18,,C8110,中药材及中成药加工业,医药制造业,C27
944,002434,万里扬,2010-06-18,,C75,交通运输设备制造业,汽车制造业,C36
945,002435,长江润发,2010-06-18,,C6901,金属结构制造业,医药制造业,C27
946,002436,兴森科技,2010-06-18,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
947,002437,誉衡药业,2010-06-23,,C81,医药制造业,医药制造业,C27
948,002438,江苏神通,2010-06-23,,C71,普通机械制造业,通用设备制造业,C34
949,002439,启明星辰,2010-06-23,,G87,计算机应用服务业,互联网和相关服务,I64
950,002440,闰土股份,2010-07-06,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
951,002441,众业达,2010-07-06,,H03,能源、材料和机械电子设备批发业,批发业,F51
952,002442,龙星化工,2010-07-06,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
953,002443,金洲管道,2010-07-06,,C69,金属制品业,金属制品业,C33
954,002444,巨星科技,2010-07-13,,C69,金属制品业,金属制品业,C33
955,002445,ST 中南,2010-07-13,,C71,普通机械制造业,广播、电视、电影和影视录音制作业,R86
956,002446,盛路通信,2010-07-13,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
957,002447,晨鑫科技,2010-07-13,,A07,渔业,互联网和相关服务,I64
958,002448,中原内配,2010-07-16,,C75,交通运输设备制造业,汽车制造业,C36
959,002449,国星光电,2010-07-16,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
960,002450,*ST 康得,2010-07-16,,C43,化学原料及化学制品制造业,橡胶和塑料制品业,C29
961,002451,摩恩电气,2010-07-20,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
962,002452,长高集团,2010-07-20,,C7610,输配电及控制设备制造业,电气机械及器材制造业,C38
963,002453,华软科技,2010-07-20,,C43,化学原料及化学制品制造业,软件和信息技术服务业,I65
964,002454,松芝股份,2010-07-20,,C75,交通运输设备制造业,汽车制造业,C36
965,002455,百川股份,2010-08-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
966,002456,欧菲光,2010-08-03,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
967,002457,青龙管业,2010-08-03,,C6105,水泥制品和石棉水泥制品业,非金属矿物制品业,C30
968,002458,益生股份,2010-08-10,,A05,畜牧业,畜牧业,A03
969,002459,天业通联,2010-08-10,,C73,专用设备制造业,专用设备制造业,C35
970,002460,赣锋锂业,2010-08-10,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
971,002461,珠江啤酒,2010-08-18,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
972,002462,嘉事堂,2010-08-18,,H0160,药品及医疗器械批发业,批发业,F51
973,002463,沪电股份,2010-08-18,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
974,002464,众应互联,2010-08-31,,C49,塑料制造业,互联网和相关服务,I64
975,002465,海格通信,2010-08-31,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
976,002466,天齐锂业,2010-08-31,,C43,化学原料及化学制品制造业,有色金属冶炼及压延加工业,C32
977,002467,二六三,2010-09-08,,G85,通信服务业,互联网和相关服务,I64
978,002468,申通快递,2010-09-08,,C69,金属制品业,邮政业,G60
979,002469,三维工程,2010-09-08,,K20,专业、科研服务业,专业技术服务业,M74
980,002470,金正大,2010-09-08,,C4310,化学肥料制造业,化学原料及化学制品制造业,C26
981,002471,中超控股,2010-09-10,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
982,002472,双环传动,2010-09-10,,C71,普通机械制造业,通用设备制造业,C34
983,002473,圣莱达,2010-09-10,,C55,日用电子器具制造业,电气机械及器材制造业,C38
984,002474,榕基软件,2010-09-15,,G87,计算机应用服务业,软件和信息技术服务业,I65
985,002475,立讯精密,2010-09-15,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
986,002476,宝莫股份,2010-09-15,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
987,002477,雏鹰退,2010-09-15,,A05,畜牧业,畜牧业,A03
988,002478,常宝股份,2010-09-21,,C65,黑色金属冶炼及压延加工业,金属制品业,C33
989,002479,富春环保,2010-09-21,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
990,002480,新筑股份,2010-09-21,,C7,机械、设备、仪表,通用设备制造业,C34
991,002481,双塔食品,2010-09-21,,C03,食品制造业,食品制造业,C14
992,002482,广田集团,2010-09-29,,E05,装修装饰业,建筑装饰和其他建筑业,E50
993,002483,润邦股份,2010-09-29,,C73,专用设备制造业,通用设备制造业,C34
994,002484,江海股份,2010-09-29,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
995,002485,希努尔,2010-10-15,,C13,服装及其他纤维制品制造业,纺织服装、服饰业,C18
996,002486,嘉麟杰,2010-10-15,,C11,纺织业,纺织服装、服饰业,C18
997,002487,大金重工,2010-10-15,,C69,金属制品业,金属制品业,C33
998,002488,金固股份,2010-10-21,,C75,交通运输设备制造业,汽车制造业,C36
999,002489,浙江永强,2010-10-21,,C25,家具制造业,家具制造业,C21
1000,002490,山东墨龙,2010-10-21,,C73,专用设备制造业,专用设备制造业,C35
1001,002491,通鼎互联,2010-10-21,,G8101,通信设备制造业,电气机械及器材制造业,C38
1002,002492,恒基达鑫,2010-11-02,,F21,仓储业,仓储业,G59
1003,002493,荣盛石化,2010-11-02,,C47,化学纤维制造业,化学纤维制造业,C28
1004,002494,华斯股份,2010-11-02,,C1410,毛皮鞣制及制品业,皮革、毛皮、羽毛及其制品和制鞋业,C19
1005,002495,佳隆股份,2010-11-02,,C03,食品制造业,食品制造业,C14
1006,002496,辉丰股份,2010-11-09,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
1007,002497,雅化集团,2010-11-09,,C4360,专用化学产品制造业,化学原料及化学制品制造业,C26
1008,002498,汉缆股份,2010-11-09,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1009,002499,*ST 科林,2010-11-09,,C73,专用设备制造业,电力、热力生产和供应业,D44
1010,002500,山西证券,2010-11-15,,I21,证券、期货业,资本市场服务,J67
1011,002501,*ST 利源,2010-11-17,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
1012,002502,鼎龙文化,2010-11-17,,C37,文教体育用品制造业,广播、电视、电影和影视录音制作业,R86
1013,002503,搜于特,2010-11-17,,H1120,纺织品、服装、鞋帽零售业,纺织服装、服饰业,C18
1014,002504,弘高创意,2010-11-18,,C51,电子元器件制造业,建筑装饰和其他建筑业,E50
1015,002505,大康农业,2010-11-18,,A0501,牲畜饲养放牧业,批发业,F51
1016,002506,协鑫集成,2010-11-18,,C57,其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
1017,002507,涪陵榨菜,2010-11-23,,C03,食品制造业,食品制造业,C14
1018,002508,老板电器,2010-11-23,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1019,002509,天广中茂,2010-11-23,,C73,专用设备制造业,专用设备制造业,C35
1020,002510,天汽模,2010-11-25,,C75,交通运输设备制造业,汽车制造业,C36
1021,002511,中顺洁柔,2010-11-25,,C31,造纸及纸制品业,造纸及纸制品业,C22
1022,002512,达华智能,2010-12-03,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
1023,002513,蓝丰生化,2010-12-03,,C4320,化学农药制造业,化学原料及化学制品制造业,C26
1024,002514,宝馨科技,2010-12-03,,C69,金属制品业,金属制品业,C33
1025,002515,金字火腿,2010-12-03,,C01,食品加工业,农副食品加工业,C13
1026,002516,旷达科技,2010-12-07,,C11,纺织业,纺织业,C17
1027,002517,恺英网络,2010-12-07,,C1340,制鞋业,互联网和相关服务,I64
1028,002518,科士达,2010-12-07,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
1029,002519,银河电子,2010-12-07,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
